id,numero_plant,date_plantation,age_plant,longitude,latitude,suivi_biannuelle,altitude,zone_pedo,distance_a_mer_reel,commentaires,geom
890,"RN 00904",2013-10-28,2,77.5361,-37.8076,,140,16,0,,0104000020D70B00000100000001010000006914012515A85641848FA6300E083441
891,"RN 00905",2013-10-28,2,77.5361,-37.8075,1,140,16,0,,0104000020D70B00000A0000000101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F213110834410101000000E6AF2F6918A8564130C8F21311083441
892,"RN 00906",2013-10-24,2,77.5341,-37.8062,1,113,16,0,,0104000020D70B00000100000001010000006AD5826A37A85641C9E442F205093441
893,"RN 00907",2013-10-24,2,77.534,-37.806,,113,16,0,,0104000020D70B000001000000010100000072E536603DA8564197DFE01616093441
894,"RN 00908",2013-10-24,2,77.534,-37.806,,113,16,0,,0104000020D70B000001000000010100000072E536603DA8564197DFE01616093441
895,"RN 00909",2013-10-24,2,77.534,-37.8061,1,113,16,0,,0104000020D70B00000A00000001010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E6723313093441
896,"RN 00910",2013-11-10,2,77.5402,-37.8048,1,130,16,0,,0104000020D70B00000A00000001010000005B0DF81588A8564111390C04B606344101010000002858071C3AA8564169E672331309344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B606344101010000005B0DF81588A8564111390C04B6063441
897,"RN 00911",2013-11-10,2,77.5404,-37.8044,,130,16,0,,0104000020D70B000001000000010100000089BD084C96A856410CB47FD4AC063441
898,"RN 00912",2013-11-10,2,77.5404,-37.8044,,130,16,0,,0104000020D70B000001000000010100000089BD084C96A856410CB47FD4AC063441
899,"RN 00913",2013-10-28,2,77.5401,-37.8049,1,130,16,0,,0104000020D70B00000100000001010000004B62273F84A85641099EDE7EBD063441
900,"RN 00914",2013-10-24,2,77.5348,-37.8067,1,130,16,0,,0104000020D70B00000A0000000101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE0834410101000000861439182BA856414A4905F1AE083441
901,"RN 00915",2013-10-24,2,77.534,-37.8061,,113,16,0,,0104000020D70B00000100000001010000002858071C3AA8564169E6723313093441
902,"RN 00916",2013-11-10,2,77.5405,-37.8045,,130,16,0,,0104000020D70B000001000000010100000025576A9A93A85641177B82939F063441
903,"RN 00917",2013-10-24,2,77.534,-37.806,1,113,16,0,,0104000020D70B00000A000000010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441
904,"RN 00918",2013-10-24,2,77.534,-37.806,1,113,16,0,,0104000020D70B00000A000000010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441
905,"RN 00919",2013-10-24,2,77.5364,-37.8073,1,140,16,0,,0104000020D70B00000A000000010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441010100000052BC77A920A85641A62465C1F7073441
906,"RN 00920",2013-10-28,2,77.5401,-37.8049,1,130,16,0,,0104000020D70B00000100000001010000004B62273F84A85641099EDE7EBD063441
907,"RN 00921",2013-10-24,2,77.5347,-37.8066,1,130,16,0,,0104000020D70B00000A000000010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441
908,"RN 00922",2013-10-24,2,77.5347,-37.8066,1,130,16,0,,0104000020D70B00000A000000010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441
909,"RN 00923",2013-10-24,2,77.534,-37.806,1,113,16,0,,0104000020D70B000001000000010100000072E536603DA8564197DFE01616093441
910,"RN 00924",2013-10-24,2,77.534,-37.806,1,113,16,0,,0104000020D70B00000A000000010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441
911,"RN 00925",2013-10-24,2,77.534,-37.806,1,113,16,0,,0104000020D70B00000A000000010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441010100000072E536603DA8564197DFE01616093441
912,"RN 00926",2013-10-24,2,77.534,-37.8061,1,113,16,0,,0104000020D70B00000A00000001010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E6723313093441
1005,"RN 01019",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
1006,"RN 01020",2013-08-28,2,77.5591,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000BACF789235A956411044A04548FF3341
913,"RN 00927",2013-10-24,2,77.534,-37.8061,1,113,16,0,,0104000020D70B00000A00000001010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E6723313093441
914,"RN 00928",2013-10-24,2,77.534,-37.8061,1,113,16,0,,0104000020D70B00000A00000001010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E672331309344101010000002858071C3AA8564169E6723313093441
915,"RN 00929",2013-10-24,2,77.5347,-37.8066,1,130,16,0,,0104000020D70B00000A000000010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441010100000097C3BFC92DA856419B672432BC083441
916,"RN 00930",2013-11-10,2,77.5404,-37.8043,,130,16,0,,0104000020D70B0000010000000101000000039D409099A85641E9B690B7AF063441
917,"RN 00931",2013-08-28,2,77.5589,-37.8029,,121,16,0,,0104000020D70B00000100000001010000007B97672931A9564136120E205AFF3341
918,"RN 00932",2013-08-28,2,77.5588,-37.803,,121,16,0,,0104000020D70B00000100000001010000004AF9B9522DA95641F94E429C61FF3341
919,"RN 00933",2013-08-28,2,77.5589,-37.8029,,,16,0,,0104000020D70B00000100000001010000007B97672931A9564136120E205AFF3341
920,"RN 00934",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
921,"RN 00935",2013-08-28,2,77.559,-37.8029,,121,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
922,"RN 00936",2013-08-28,2,77.559,-37.8029,,121,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
923,"RN 00937",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
924,"RN 00938",2013-08-28,2,77.559,-37.8029,,121,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
925,"RN 00939",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
926,"RN 00940",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
927,"RN 00941",2013-08-29,2,77.5594,-37.8032,1,121,16,0,,0104000020D70B00000A000000010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341010100000071DD79382AA956416F941EA31DFF3341
928,"RN 00942",2013-08-28,2,77.559,-37.8031,,121,16,0,,0104000020D70B0000010000000101000000A21A38332BA95641B60CDFFD49FF3341
929,"RN 00943",2013-08-29,2,77.5593,-37.8034,,121,16,0,,0104000020D70B0000010000000101000000A1D9841D23A95641B3785F3D22FF3341
930,"RN 00944",2013-08-29,2,77.5586,-37.803,,121,16,0,,0104000020D70B0000010000000101000000621EF12D2CA95641BA72A75876FF3341
931,"RN 00945",2013-08-29,2,77.5593,-37.8033,1,121,16,0,,0104000020D70B00000A0000000101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF33410101000000B419CE6126A956416096571F25FF3341
932,"RN 00946",2013-08-29,2,77.559,-37.8031,1,121,16,0,,0104000020D70B0000010000000101000000A21A38332BA95641B60CDFFD49FF3341
933,"RN 00947",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
934,"RN 00948",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
935,"RN 00949",2013-08-29,2,77.5588,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000FC414DDB33A95641C4E7426067FF3341
936,"RN 00950",2013-08-29,2,77.5593,-37.8033,,121,16,0,,0104000020D70B0000010000000101000000B419CE6126A956416096571F25FF3341
937,"RN 00951",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
938,"RN 00952",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
939,"RN 00953",2013-08-28,2,77.559,-37.803,1,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
940,"RN 00954",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
941,"RN 00955",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
942,"RN 00956",2013-08-28,2,77.5589,-37.803,1,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
943,"RN 00957",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
944,"RN 00958",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
945,"RN 00959",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
946,"RN 00960",2013-08-29,2,77.5593,-37.8033,,121,16,0,,0104000020D70B0000010000000101000000B419CE6126A956416096571F25FF3341
947,"RN 00961",2013-08-29,2,77.5588,-37.8028,1,114,16,0,,0104000020D70B00000A0000000101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF33410101000000FC414DDB33A95641C4E7426067FF3341
948,"RN 00962",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
949,"RN 00963",2013-08-29,2,77.5588,-37.8028,,,16,0,,0104000020D70B0000010000000101000000FC414DDB33A95641C4E7426067FF3341
950,"RN 00964",2013-08-29,2,77.5586,-37.803,1,121,16,0,,0104000020D70B0000010000000101000000621EF12D2CA95641BA72A75876FF3341
951,"RN 00965",2013-08-29,2,77.5593,-37.8033,,121,16,0,,0104000020D70B0000010000000101000000B419CE6126A956416096571F25FF3341
952,"RN 00966",2013-08-29,2,77.5588,-37.8033,1,121,16,0,,0104000020D70B00000200000001010000003563DE8523A95641709842F658FF334101010000003563DE8523A95641709842F658FF3341
953,"RN 00967",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
954,"RN 00968",2013-08-29,2,77.5593,-37.8032,1,121,16,0,,0104000020D70B00000A0000000101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF33410101000000868717A629A956416BDC4F0128FF3341
955,"RN 00969",2013-08-28,2,77.5588,-37.803,,121,16,0,,0104000020D70B00000100000001010000004AF9B9522DA95641F94E429C61FF3341
956,"RN 00970",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
957,"RN 00971",2013-08-28,2,77.5589,-37.8029,1,121,16,0,,0104000020D70B00000A00000001010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF334101010000007B97672931A9564136120E205AFF3341
960,"RN 00974",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
961,"RN 00975",2013-08-28,2,77.559,-37.803,1,121,16,0,,0104000020D70B00000A00000001010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF334101010000009BA481772EA95641561FDCDF4CFF3341
962,"RN 00976",2013-08-29,2,77.5588,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000FC414DDB33A95641C4E7426067FF3341
963,"RN 00977",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
964,"RN 00978",2013-08-28,2,77.5587,-37.8029,,121,16,0,,0104000020D70B0000010000000101000000292A9F0430A9564130B976DC6EFF3341
965,"RN 00979",2013-08-29,2,77.559,-37.8031,1,121,16,0,,0104000020D70B00000A0000000101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF33410101000000A21A38332BA95641B60CDFFD49FF3341
966,"RN 00980",2013-08-29,2,77.5586,-37.803,1,121,16,0,,0104000020D70B00000A0000000101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF33410101000000621EF12D2CA95641BA72A75876FF3341
967,"RN 00981",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
968,"RN 00982",2013-08-29,2,77.5586,-37.803,,121,16,0,,0104000020D70B0000010000000101000000621EF12D2CA95641BA72A75876FF3341
969,"RN 00983",2013-08-29,2,77.559,-37.8031,,121,16,0,,0104000020D70B0000010000000101000000A21A38332BA95641B60CDFFD49FF3341
970,"RN 00984",2013-08-29,2,77.5593,-37.8033,,121,16,0,,0104000020D70B0000010000000101000000B419CE6126A956416096571F25FF3341
971,"RN 00985",2013-08-29,2,77.5594,-37.8032,,121,16,0,,0104000020D70B000001000000010100000071DD79382AA956416F941EA31DFF3341
972,"RN 00986",2013-08-29,2,77.5593,-37.8034,,121,16,0,,0104000020D70B0000010000000101000000A1D9841D23A95641B3785F3D22FF3341
973,"RN 00987",2013-08-29,2,77.5593,-37.8033,,121,16,0,,0104000020D70B0000010000000101000000B419CE6126A956416096571F25FF3341
974,"RN 00988",2013-08-28,2,77.559,-37.803,,121,16,0,,0104000020D70B00000100000001010000009BA481772EA95641561FDCDF4CFF3341
975,"RN 00989",2013-08-28,2,77.5588,-37.803,,121,16,0,,0104000020D70B00000100000001010000004AF9B9522DA95641F94E429C61FF3341
976,"RN 00990",2013-08-28,2,77.5588,-37.8029,,121,16,0,,0104000020D70B0000010000000101000000C486039730A956413087427E64FF3341
977,"RN 00991",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
978,"RN 00992",2013-08-28,2,77.5589,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000CC67B16D34A9564129F40C025DFF3341
979,"RN 00993",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
980,"RN 00994",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
981,"RN 00995",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
982,"RN 00996",2013-08-28,2,77.5589,-37.803,,121,16,0,,0104000020D70B0000010000000101000000E5F41DE52DA956419E580F3E57FF3341
983,"RN 00997",2013-08-28,2,77.5589,-37.8029,,114,16,0,,0104000020D70B00000100000001010000007B97672931A9564136120E205AFF3341
984,"RN 00998",2013-08-28,2,77.5589,-37.8029,1,,16,0,,0104000020D70B00000100000001010000007B97672931A9564136120E205AFF3341
985,"RN 00999",2013-08-28,2,77.559,-37.8028,1,114,16,0,,0104000020D70B00000A0000000101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF33410101000000B641150035A95641A0BDD6A352FF3341
986,"RN 01000",2013-08-28,2,77.5594,-37.8025,,114,16,0,,0104000020D70B00000100000001010000004172811641A956412372E2D031FF3341
987,"RN 01001",2013-08-28,2,77.5591,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000FBF7C2D638A9564124519C274BFF3341
988,"RN 01002",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
989,"RN 01003",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
990,"RN 01004",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
991,"RN 01005",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
992,"RN 01006",2013-08-28,2,77.5594,-37.8025,,114,16,0,,0104000020D70B00000100000001010000004172811641A956412372E2D031FF3341
993,"RN 01007",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
994,"RN 01008",2013-08-28,2,77.559,-37.8029,,114,16,0,,0104000020D70B00000100000001010000004A5CCBBB31A956414D5AD9C14FFF3341
995,"RN 01009",2013-08-29,2,77.559,-37.8027,1,114,16,0,,0104000020D70B0000090000000101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF33410101000000DC545F4438A956414D49D48555FF3341
996,"RN 01010",2013-08-28,2,77.5594,-37.8026,,114,16,0,,0104000020D70B00000100000001010000003EAF36D23DA956414390EAEE2EFF3341
997,"RN 01011",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
998,"RN 01012",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
999,"RN 01013",2013-08-28,2,77.5592,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000344F266939A95641FC1564C940FF3341
1000,"RN 01014",2013-08-28,2,77.5592,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000344F266939A95641FC1564C940FF3341
1001,"RN 01015",2013-08-28,2,77.5591,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000FBF7C2D638A9564124519C274BFF3341
1002,"RN 01016",2013-08-28,2,77.5592,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000344F266939A95641FC1564C940FF3341
1003,"RN 01017",2013-08-28,2,77.5591,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000BACF789235A956411044A04548FF3341
1004,"RN 01018",2013-08-28,2,77.5591,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000BACF789235A956411044A04548FF3341
1007,"RN 01021",2013-08-28,2,77.5591,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000BACF789235A956411044A04548FF3341
1008,"RN 01022",2013-08-28,2,77.5591,-37.8028,1,114,16,0,,0104000020D70B0000020000000101000000BACF789235A956411044A04548FF33410101000000BACF789235A956411044A04548FF3341
1009,"RN 01023",2013-08-28,2,77.5591,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000FBF7C2D638A9564124519C274BFF3341
1010,"RN 01024",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
1011,"RN 01025",2013-08-28,2,77.5594,-37.8026,,114,16,0,,0104000020D70B00000100000001010000003EAF36D23DA956414390EAEE2EFF3341
1012,"RN 01026",2013-08-28,2,77.5592,-37.8026,,114,16,0,,0104000020D70B00000100000001010000004BBA70AD3CA95641C4CC5EAB43FF3341
1013,"RN 01027",2013-08-28,2,77.5593,-37.8026,,114,16,0,,0104000020D70B0000010000000101000000B6DAD33F3DA956410CD0244D39FF3341
1014,"RN 01028",2013-08-28,2,77.5594,-37.8025,,114,16,0,,0104000020D70B00000100000001010000004172811641A956412372E2D031FF3341
1015,"RN 01029",2013-08-28,2,77.5593,-37.8026,,114,16,0,,0104000020D70B0000010000000101000000B6DAD33F3DA956410CD0244D39FF3341
1017,"RN 01031",2013-08-28,2,77.5592,-37.8027,,114,16,0,,0104000020D70B0000010000000101000000344F266939A95641FC1564C940FF3341
1018,"RN 01032",2013-08-28,2,77.5591,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000BACF789235A956411044A04548FF3341
1019,"RN 01033",2013-08-28,2,77.5592,-37.8026,,114,16,0,,0104000020D70B00000100000001010000004BBA70AD3CA95641C4CC5EAB43FF3341
